新しい情報が{{c1::即座に、かつ正確に株価に反映される}}状態を情報効率性（informational efficiency）と指します。	[Definition] 情報効率性の定義
市場が情報効率的である状態では、割安・割高な銘柄は{{c1::存在せず}}、テクニカル分析やファンダメンタル分析を駆使しても、リスクを上回る「異常収益（アルファ）」を継続的に得ることは{{c2::不可能}}になります。	[Causality] 情報効率的な市場の特徴
市場が効率的であれば、市場平均（インデックス）を上回ることは{{c1::運によるもの}}と考えられます。そのため、コストを抑えて市場そのものを買う「パッシブ運用」が最も{{c2::合理的}}となります。	[Causality] 効率的市場におけるパッシブ運用の合理性
アクティブ・マネージャーが市場に勝つためには、市場が{{c1::非効率}}である必要があります。情報の浸透に{{c2::タイムラグ}}があったり、投資家の{{c3::心理的バイアス}}によって価格が歪んでいたりすることが、彼らの収益の源泉となります。	[Causality] アクティブ運用が成功する条件
効率的市場仮説の{{c1::弱型}}とは、{{c2::過去の株価情報（テクニカル分析）}}が織り込み済みである状態を指します。	[Definition] 効率的市場仮説の弱型
効率的市場仮説の{{c1::半強型}}とは、{{c2::公表された全ての情報（ファンダメンタル分析）}}が織り込み済みである状態を指します。	[Definition] 効率的市場仮説の半強型
効率的市場仮説の{{c1::強型}}とは、{{c2::内部情報（インサイダー）を含む全ての情報}}が織り込み済みである状態を指します。	[Definition] 効率的市場仮説の強型
市場が「概ね効率的」である場合、アクティブ運用は手数料を引く前の収益（グロス）では市場と{{c1::同等}}でも、手数料を引いた後（ネット）ではパッシブ運用に{{c2::劣る}}。	[Contrast] 概ね効率的な市場におけるアクティブ運用の収益
記述試験の王道パターンとして、「CAPMが成立する $\Rightarrow$ 市場は{{c1::効率的}}である $\Rightarrow$ 最適ポートフォリオは{{c2::市場ポートフォリオ}}である」という論理展開がある。	[Sequential] CAPMと市場効率性の論理展開
「アノマリー」が発見されることは、市場が少なくとも{{c1::半強型}}の意味で{{c2::非効率}}であることを示唆します。	[Causality] アノマリーの存在が示唆すること
